candidate_id,source_file,source_nested_id,json_path,candidate_url,file_extension,score,decision,reasons,detected_event_count_in_source,context_preview,created_utc
META_989642664462,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[1].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?uploads,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?versionId=5e67924f-112e-4e80-914b-a7a0c5c29294"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?uploads""}",2026-06-03T22:50:49+00:00
META_425707954883,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[1].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?versionId=5e67924f-112e-4e80-914b-a7a0c5c29294,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?versionId=5e67924f-112e-4e80-914b-a7a0c5c29294"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBgeom.dat?uploads""}",2026-06-03T22:50:49+00:00
META_628475089163,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[2].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?versionId=0e88b88c-b910-4799-84d6-77ca034bdf63"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?uploads""}",2026-06-03T22:50:49+00:00
META_475141159445,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[2].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?uploads,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?versionId=0e88b88c-b910-4799-84d6-77ca034bdf63"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?uploads""}",2026-06-03T22:50:49+00:00
META_821194792163,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[2].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?versionId=0e88b88c-b910-4799-84d6-77ca034bdf63,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?versionId=0e88b88c-b910-4799-84d6-77ca034bdf63"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBlepm.dat?uploads""}",2026-06-03T22:50:49+00:00
META_730207565525,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[4].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?versionId=aba9e856-a07c-45f3-94ea-cd1c2578b72d"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?uploads""}",2026-06-03T22:50:49+00:00
META_508084997634,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[4].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?uploads,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?versionId=aba9e856-a07c-45f3-94ea-cd1c2578b72d"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?uploads""}",2026-06-03T22:50:49+00:00
META_816575910096,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[4].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?versionId=aba9e856-a07c-45f3-94ea-cd1c2578b72d,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?versionId=aba9e856-a07c-45f3-94ea-cd1c2578b72d"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBrunt.dat?uploads""}",2026-06-03T22:50:49+00:00
META_516384708148,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[5].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?versionId=08374a60-d071-4533-b3e5-437176ebc8a6"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?uploads""}",2026-06-03T22:50:49+00:00
META_249164633163,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[5].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?uploads,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?versionId=08374a60-d071-4533-b3e5-437176ebc8a6"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?uploads""}",2026-06-03T22:50:49+00:00
META_459901350024,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[5].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?versionId=08374a60-d071-4533-b3e5-437176ebc8a6,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?versionId=08374a60-d071-4533-b3e5-437176ebc8a6"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBscon.dat?uploads""}",2026-06-03T22:50:49+00:00
META_251664509216,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[6].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?versionId=9e6b1383-4ec9-4803-b13f-16d7515d27ff"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?uploads""}",2026-06-03T22:50:49+00:00
META_626899844203,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[6].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?uploads,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?versionId=9e6b1383-4ec9-4803-b13f-16d7515d27ff"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?uploads""}",2026-06-03T22:50:49+00:00
META_142869397078,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\02\nested_event_downloads\NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001__e398a139-5c13-4145-afa1-b50846654932.dat,NESTED_CERN_OPENDATA_API_DELPHI_085__80509_0001,json.contents[6].links,https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?versionId=9e6b1383-4ec9-4803-b13f-16d7515d27ff,.dat,9,shortlist_event_file_candidate,data_extension;event_or_dst_hint;support_or_doc_hint;cern_api_files_endpoint,,"{""self"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat"", ""version"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?versionId=9e6b1383-4ec9-4803-b13f-16d7515d27ff"", ""uploads"": ""https://opendata.cern.ch/api/files/e398a139-5c13-4145-afa1-b50846654932/DBsysf.dat?uploads""}",2026-06-03T22:50:49+00:00
