case_id,process,initial_state,intermediate_state,E_cm_collision_keV,experimental_FWHM_eV,natural_width_Gamma_eV,natural_width_status,tau_hbar_over_Gamma_s,tau_status,R_eff_pm_min,R_eff_pm_max,R_eff_status,deltaM_from_Er_kg,deltaM_status,C_excess_J_m3_min,C_excess_J_m3_max,rho_equiv_kg_m3_min,rho_equiv_kg_m3_max,source
DR_XE53_KLL_001,dielectronic_recombination,136Xe53+ + e-,136Xe52+ [2p3/2 2p3/2]_2,21.5,27,8,theory_value_used_with_experimental_line_shape,8.22764946125e-17,derived_from_theory_Gamma,4.8997889865,4.9922378353,hydrogenic_2p_order_of_magnitude_Zeff_54_to_53,3.8327231315e-32,derived_from_measured_resonance_energy,6.6095888065e18,6.9908198837e18,73.5415935605,77.7833613548,https://doi.org/10.1140/epjd/s10053-024-00914-7
