case_id,source_class,E_J,R_m,E_over_R_J_m,E_over_R2_J_m2,E_over_R3_J_m3,mean_energy_density_J_m3,mean_mass_equiv_density_kg_m3,weakfield_phi_m2_s2,weakfield_g_m_s2,poisson_source_s_minus2,provenance_note
SMS10K_100AU,total_bulk_source,1.7871477102628e51,1.495978707e13,1.194634456961425e38,7.985638106822499e24,5.338069365196185e11,1.274370189057583e11,1.41792806228798e-6,8.871546940407086e10,5.930262843244523e-3,1.189240759008582e-15,"10^4 Msun, R=100 AU rapidly accreting supergiant-protostar benchmark; total rest-mass energy"
XE53_DR_EXCESS,transient_excess_source,3.4446797631e-15,4.9460134109e-12,6.964558073192102e-4,1.4081154850578535e8,2.8469706166882914e19,6.796641697249848e18,7.562283765421404e1,5.171992445510883e-31,1.0456891269467389e-19,6.342618024299657e-8,"21.5 keV resonance excess energy; R is hydrogenic model scale, not measured source radius"
N2_RES_PROXY,transient_excess_proxy,3.71704979088e-19,1.193e-10,3.1157165053478622e-9,2.611665134407261e1,2.1891576985811078e11,5.226229034052912e10,5.814964027688021e-7,2.313781012185155e-36,1.939464385737766e-26,4.877110777211484e-16,"2.32 eV resonance; bond length forced as spherical radius only for diagnostic scaling"
CO2_RES_PROXY,transient_excess_proxy,6.0882712092e-19,1.37586e-10,4.425065929091622e-9,3.2162181683395275e1,2.3376056926864124e11,5.5806225148619484e10,6.209279953975232e-7,3.2861248790850876e-36,2.3884151578540605e-26,5.207830355968035e-16,"3.8 eV resonance; stretched C-O structural length forced as spherical radius only for diagnostic scaling"
