raw_reference_file,raw_reference_path,size_bytes,copied_as_metadata_only,cleaned_utc
download_manifest_raw_001.csv,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\references\download_manifest_raw_001.csv,782,True,2026-06-02T17:49:57+00:00
reference_registry_raw_001.csv,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\references\reference_registry_raw_001.csv,1653,True,2026-06-02T17:49:57+00:00
strong_interaction_benchmark_download_manifest_raw_001.csv,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\references\strong_interaction_benchmark_download_manifest_raw_001.csv,2386,True,2026-06-02T17:49:57+00:00
strong_interaction_benchmark_hepdata_search_manifest_raw_001.csv,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\references\strong_interaction_benchmark_hepdata_search_manifest_raw_001.csv,1652,True,2026-06-02T17:49:57+00:00
strong_interaction_benchmark_reference_registry_raw_001.csv,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\references\strong_interaction_benchmark_reference_registry_raw_001.csv,2951,True,2026-06-02T17:49:57+00:00
