source_id,mc_id_1,mc_id_2,mc_id_3,mc_id_4,particle_name_raw,particle_name_norm,mass_GeV_c2,mass_MeV_c2,mass_pos_error_GeV_c2,mass_pos_error_MeV_c2,mass_neg_error_GeV_c2,mass_neg_error_MeV_c2,width_GeV,width_MeV,width_pos_error_GeV,width_pos_error_MeV,width_neg_error_GeV,width_neg_error_MeV,unit_assumption,raw_line,cleaned_utc
PDG_MASS_WIDTH_2025,337,,,,phi(3)(1850) 0,phi(3)(1850) 0,1.854,1854,0.007,7,-0.007,-7,0.087,87,0.028,28,-0.023,-23,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,337                          1.854E+00         +7.0E-03 -7.0E-03  8.7E-02           +2.8E-02 -2.3E-02 phi(3)(1850)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10335,,,,eta(2)(1870) 0,eta(2)(1870) 0,1.842,1842,0.008,8,-0.008,-8,0.225,225,0.014,14,-0.014,-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,10335                          1.842E+00         +8.0E-03 -8.0E-03  2.25E-01          +1.4E-02 -1.4E-02 eta(2)(1870)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9050225,,,,f(2)(1950) 0,f(2)(1950) 0,1.936,1936,0.012,12,-0.012,-12,0.464,464,0.024,24,-0.024,-24,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9050225                          1.936E+00         +1.2E-02 -1.2E-02  4.64E-01          +2.4E-02 -2.4E-02 f(2)(1950)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,119,219,,,"a(4)(1970) 0,+","a(4)(1970) 0,+",1.967,1967,0.016,16,-0.016,-16,0.324,324,0.015,15,-0.018,-18,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"119     219                  1.967E+00         +1.6E-02 -1.6E-02  3.24E-01          +1.5E-02 -1.8E-02 a(4)(1970)        0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9060225,,,,f(2)(2010) 0,f(2)(2010) 0,2.01,2010,0.06,60,-0.08,-80,0.2,200,0.06,60,-0.06,-60,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9060225                          2.01E+00          +6.0E-02 -8.0E-02  2.0E-01           +6.0E-02 -6.0E-02 f(2)(2010)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9050221,,,,f(0)(2020) 0,f(0)(2020) 0,1.982,1982,0.05,50,-0.003,-3,0.44,440,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9050221                          1.9820E+00        +5.0E-02 -3.0E-03  4.4E-01           +5.0E-02 -5.0E-02 f(0)(2020)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,229,,,,f(4)(2050) 0,f(4)(2050) 0,2.018,2018,0.011,11,-0.011,-11,0.237,237,0.018,18,-0.018,-18,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,229                          2.018E+00         +1.1E-02 -1.1E-02  2.37E-01          +1.8E-02 -1.8E-02 f(4)(2050)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9070225,,,,f(2)(2150) 0,f(2)(2150) 0,2.157,2157,0.012,12,-0.012,-12,0.152,152,0.03,30,-0.03,-30,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9070225                          2.157E+00         +1.2E-02 -1.2E-02  1.52E-01          +3.0E-02 -3.0E-02 f(2)(2150)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9080225,,,,f(2)(2300) 0,f(2)(2300) 0,2.297,2297,0.028,28,-0.028,-28,0.15,150,0.04,40,-0.04,-40,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9080225                          2.297E+00         +2.8E-02 -2.8E-02  1.5E-01           +4.0E-02 -4.0E-02 f(2)(2300)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9090225,,,,f(2)(2340) 0,f(2)(2340) 0,2.346,2346,0.021,21,-0.01,-10,0.331,331,0.027,27,-0.018,-18,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9090225                          2.346E+00         +2.1E-02 -1.0E-02  3.31E-01          +2.7E-02 -1.8E-02 f(2)(2340)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,321,,,,K +,k +,0.493677,493.677,1.5e-05,0.015,-1.5e-05,-0.015,5.317e-17,5.317e-14,9e-20,9e-17,-9e-20,-9e-17,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,321                          4.93677E-01       +1.5E-05 -1.5E-05  5.317E-17         +9.0E-20 -9.0E-20 K                   +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,311,,,,K 0,k 0,0.497611,497.611,1.3e-05,0.013,-1.3e-05,-0.013,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,311                          4.97611E-01       +1.3E-05 -1.3E-05                                      K                   0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,310,,,,K(S) 0,k(s) 0,0.497611,497.611,1.3e-05,0.013,-1.3e-05,-0.013,7.3508e-15,7.3508e-12,2.9e-18,2.9e-15,-2.9e-18,-2.9e-15,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,310                          4.97611E-01       +1.3E-05 -1.3E-05  7.3508E-15        +2.9E-18 -2.9E-18 K(S)                0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,130,,,,K(L) 0,k(l) 0,0.497611,497.611,1.3e-05,0.013,-1.3e-05,-0.013,1.287e-17,1.287e-14,5e-20,5e-17,-5e-20,-5e-17,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,130                          4.97611E-01       +1.3E-05 -1.3E-05  1.287E-17         +5.0E-20 -5.0E-20 K(L)                0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9000311,9000321,,,"K(0)*(700) 0,+","k(0)*(700) 0,+",0.838,838,0.011,11,-0.011,-11,0.463,463,0.027,27,-0.027,-27,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"9000311 9000321                  8.38E-01          +1.1E-02 -1.1E-02  4.63E-01          +2.7E-02 -2.7E-02 K(0)*(700)        0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,313,,,,K*(892) 0,k*(892) 0,0.89555,895.55,0.0002,0.2,-0.0002,-0.2,0.0473,47.3,0.0005,0.5,-0.0005,-0.5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,313                          8.9555E-01        +2.0E-04 -2.0E-04  4.73E-02          +5.0E-04 -5.0E-04 K*(892)             0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,323,,,,K*(892) +,k*(892) +,0.89167,891.67,0.00026,0.26,-0.00026,-0.26,0.0514,51.4,0.0008,0.8,-0.0008,-0.8,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,323                          8.9167E-01        +2.6E-04 -2.6E-04  5.14E-02          +8.0E-04 -8.0E-04 K*(892)             +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10313,10323,,,"K(1)(1270) 0,+","k(1)(1270) 0,+",1.253,1253,0.007,7,-0.007,-7,0.09,90,0.02,20,-0.02,-20,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"10313   10323                  1.253E+00         +7.0E-03 -7.0E-03  9.0E-02           +2.0E-02 -2.0E-02 K(1)(1270)        0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,20313,20323,,,"K(1)(1400) 0,+","k(1)(1400) 0,+",1.403,1403,0.007,7,-0.007,-7,0.174,174,0.013,13,-0.013,-13,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"20313   20323                  1.403E+00         +7.0E-03 -7.0E-03  1.74E-01          +1.3E-02 -1.3E-02 K(1)(1400)        0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,100313,100323,,,"K*(1410) 0,+","k*(1410) 0,+",1.414,1414,0.015,15,-0.015,-15,0.232,232,0.021,21,-0.021,-21,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"100313  100323                  1.414E+00         +1.5E-02 -1.5E-02  2.32E-01          +2.1E-02 -2.1E-02 K*(1410)          0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10311,10321,,,"K(0)*(1430) 0,+","k(0)*(1430) 0,+",1.43,1430,0.05,50,-0.05,-50,0.27,270,0.08,80,-0.08,-80,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"10311   10321                  1.43E+00          +5.0E-02 -5.0E-02  2.7E-01           +8.0E-02 -8.0E-02 K(0)*(1430)       0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,315,,,,K(2)*(1430) 0,k(2)*(1430) 0,1.4324,1432.4,0.0013,1.3,-0.0013,-1.3,0.109,109,0.005,5,-0.005,-5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,315                          1.4324E+00        +1.3E-03 -1.3E-03  1.09E-01          +5.0E-03 -5.0E-03 K(2)*(1430)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,325,,,,K(2)*(1430) +,k(2)*(1430) +,1.4273,1427.3,0.0015,1.5,-0.0015,-1.5,0.1,100,0.0022,2.2,-0.0022,-2.2,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,325                          1.4273E+00        +1.5E-03 -1.5E-03  1.000E-01         +2.2E-03 -2.2E-03 K(2)*(1430)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9000313,9000323,,,"K(1)(1650) 0,+","k(1)(1650) 0,+",1.65,1650,0.05,50,-0.05,-50,0.15,150,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"9000313 9000323                  1.65E+00          +5.0E-02 -5.0E-02  1.5E-01           +5.0E-02 -5.0E-02 K(1)(1650)        0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,30313,30323,,,"K*(1680) 0,+","k*(1680) 0,+",1.718,1718,0.018,18,-0.018,-18,0.32,320,0.11,110,-0.11,-110,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"30313   30323                  1.718E+00         +1.8E-02 -1.8E-02  3.2E-01           +1.1E-01 -1.1E-01 K*(1680)          0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10315,10325,,,"K(2)(1770) 0,+","k(2)(1770) 0,+",1.773,1773,0.008,8,-0.008,-8,0.186,186,0.014,14,-0.014,-14,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"10315   10325                  1.773E+00         +8.0E-03 -8.0E-03  1.86E-01          +1.4E-02 -1.4E-02 K(2)(1770)        0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,317,327,,,"K(3)*(1780) 0,+","k(3)*(1780) 0,+",1.779,1779,0.008,8,-0.008,-8,0.161,161,0.017,17,-0.017,-17,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"317     327                  1.779E+00         +8.0E-03 -8.0E-03  1.61E-01          +1.7E-02 -1.7E-02 K(3)*(1780)       0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,20315,20325,,,"K(2)(1820) 0,+","k(2)(1820) 0,+",1.819,1819,0.012,12,-0.012,-12,0.264,264,0.034,34,-0.034,-34,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"20315   20325                  1.819E+00         +1.2E-02 -1.2E-02  2.64E-01          +3.4E-02 -3.4E-02 K(2)(1820)        0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9020311,9020321,,,"K(0)*(1950) 0,+","k(0)*(1950) 0,+",1.957,1957,0.014,14,-0.014,-14,0.17,170,0.05,50,-0.05,-50,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"9020311 9020321                  1.957E+00         +1.4E-02 -1.4E-02  1.7E-01           +5.0E-02 -5.0E-02 K(0)*(1950)       0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9010315,9010325,,,"K(2)*(1980) 0,+","k(2)*(1980) 0,+",1.99,1990,0.06,60,-0.05,-50,0.348,348,0.05,50,-0.03,-30,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"9010315 9010325                  1.99E+00          +6.0E-02 -5.0E-02  3.48E-01          +5.0E-02 -3.0E-02 K(2)*(1980)       0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,319,329,,,"K(4)*(2045) 0,+","k(4)*(2045) 0,+",2.048,2048,0.008,8,-0.009,-9,0.199,199,0.027,27,-0.019,-19,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"319     329                  2.048E+00         +8.0E-03 -9.0E-03  1.99E-01          +2.7E-02 -1.9E-02 K(4)*(2045)       0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,411,,,,D +,d +,1.86966,1869.66,5e-05,0.05,-5e-05,-0.05,6.37e-13,6.37e-10,2.9e-15,2.9e-12,-2.9e-15,-2.9e-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,411                          1.86966E+00       +5.0E-05 -5.0E-05  6.370E-13         +2.9E-15 -2.9E-15 D                   +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,421,,,,D 0,d 0,1.86484,1864.84,5e-05,0.05,-5e-05,-0.05,1.604e-12,1.604e-09,4e-15,4e-12,-4e-15,-4e-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,421                          1.86484E+00       +5.0E-05 -5.0E-05  1.604E-12         +4.0E-15 -4.0E-15 D                   0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,423,,,,D*(2007) 0,d*(2007) 0,2.00685,2006.85,5e-05,0.05,-5e-05,-0.05,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,423                          2.00685E+00       +5.0E-05 -5.0E-05                                      D*(2007)            0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,413,,,,D*(2010) +,d*(2010) +,2.01026,2010.26,5e-05,0.05,-5e-05,-0.05,8.34e-05,0.0834,1.8e-06,0.0018,-1.8e-06,-0.0018,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,413                          2.01026E+00       +5.0E-05 -5.0E-05  8.34E-05          +1.8E-06 -1.8E-06 D*(2010)            +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10421,10411,,,"D(0)*(2300) 0,+","d(0)*(2300) 0,+",2.343,2343,0.01,10,-0.01,-10,0.229,229,0.016,16,-0.016,-16,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"10421   10411                  2.343E+00         +1.0E-02 -1.0E-02  2.29E-01          +1.6E-02 -1.6E-02 D(0)*(2300)       0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10423,10413,,,"D(1)(2420) 0,+","d(1)(2420) 0,+",2.4221,2422.1,0.0006,0.6,-0.0006,-0.6,0.0313,31.3,0.0019,1.9,-0.0019,-1.9,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"10423   10413                  2.4221E+00        +6.0E-04 -6.0E-04  3.13E-02          +1.9E-03 -1.9E-03 D(1)(2420)        0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,20423,,,,D(1)(2430) 0,d(1)(2430) 0,2.412,2412,0.009,9,-0.009,-9,0.314,314,0.029,29,-0.029,-29,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,20423                          2.412E+00         +9.0E-03 -9.0E-03  3.14E-01          +2.9E-02 -2.9E-02 D(1)(2430)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,425,415,,,"D(2)*(2460) 0,+","d(2)*(2460) 0,+",2.4611,2461.1,0.0008,0.8,-0.0008,-0.8,0.0473,47.3,0.0008,0.8,-0.0008,-0.8,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"425     415                  2.4611E+00        +8.0E-04 -8.0E-04  4.73E-02          +8.0E-04 -8.0E-04 D(2)*(2460)       0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,431,,,,D(s) +,d(s) +,1.96835,1968.35,7e-05,0.07,-7e-05,-0.07,1.313e-12,1.313e-09,6e-15,6e-12,-6e-15,-6e-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,431                          1.96835E+00       +7.0E-05 -7.0E-05  1.313E-12         +6.0E-15 -6.0E-15 D(s)                +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,433,,,,D(s)* +,d(s)* +,2.1122,2112.2,0.0004,0.4,-0.0004,-0.4,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,433                          2.1122E+00        +4.0E-04 -4.0E-04                                      D(s)*               +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10431,,,,D(s0)*(2317) +,d(s0)*(2317) +,2.3178,2317.8,0.0005,0.5,-0.0005,-0.5,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,10431                          2.3178E+00        +5.0E-04 -5.0E-04                                      D(s0)*(2317)        +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,20433,,,,D(s1)(2460) +,d(s1)(2460) +,2.4595,2459.5,0.0006,0.6,-0.0006,-0.6,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,20433                          2.4595E+00        +6.0E-04 -6.0E-04                                      D(s1)(2460)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10433,,,,D(s1)(2536) +,d(s1)(2536) +,2.53511,2535.11,6e-05,0.06,-6e-05,-0.06,0.00092,0.92,5e-05,0.05,-5e-05,-0.05,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,10433                          2.53511E+00       +6.0E-05 -6.0E-05  9.2E-04           +5.0E-05 -5.0E-05 D(s1)(2536)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,435,,,,D(s2)*(2573) +,d(s2)*(2573) +,2.5691,2569.1,0.0008,0.8,-0.0008,-0.8,0.0169,16.9,0.0007,0.7,-0.0007,-0.7,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,435                          2.5691E+00        +8.0E-04 -8.0E-04  1.69E-02          +7.0E-04 -7.0E-04 D(s2)*(2573)        +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,521,,,,B +,b +,5.27941,5279.41,7e-05,0.07,-7e-05,-0.07,4.018e-13,4.018e-10,1e-15,1e-12,-1e-15,-1e-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,521                          5.27941E+00       +7.0E-05 -7.0E-05  4.018E-13         +1.0E-15 -1.0E-15 B                   +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,511,,,,B 0,b 0,5.27972,5279.72,8e-05,0.08,-8e-05,-0.08,4.339e-13,4.339e-10,1.1e-15,1.1e-12,-1.1e-15,-1.1e-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,511                          5.27972E+00       +8.0E-05 -8.0E-05  4.339E-13         +1.1E-15 -1.1E-15 B                   0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,513,523,,,"B* 0,+","b* 0,+",5.32475,5324.75,0.0002,0.2,-0.0002,-0.2,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,"513     523                  5.32475E+00       +2.0E-04 -2.0E-04                                      B*                0,+",2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,515,,,,B(2)*(5747) 0,b(2)*(5747) 0,5.7396,5739.6,0.0007,0.7,-0.0007,-0.7,0.0242,24.2,0.0017,1.7,-0.0017,-1.7,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,515                          5.7396E+00        +7.0E-04 -7.0E-04  2.42E-02          +1.7E-03 -1.7E-03 B(2)*(5747)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,525,,,,B(2)*(5747) +,b(2)*(5747) +,5.7373,5737.3,0.0007,0.7,-0.0007,-0.7,0.02,20,0.005,5,-0.005,-5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,525                          5.7373E+00        +7.0E-04 -7.0E-04  2.0E-02           +5.0E-03 -5.0E-03 B(2)*(5747)         +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,531,,,,B(s) 0,b(s) 0,5.36693,5366.93,0.0001,0.1,-0.0001,-0.1,4.342e-13,4.342e-10,1.7e-15,1.7e-12,-1.7e-15,-1.7e-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,531                          5.36693E+00       +1.0E-04 -1.0E-04  4.342E-13         +1.7E-15 -1.7E-15 B(s)                0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,533,,,,B(s)* 0,b(s)* 0,5.4154,5415.4,0.0014,1.4,-0.0014,-1.4,,,,,,,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,533                          5.4154E+00        +1.4E-03 -1.4E-03                                      B(s)*               0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,535,,,,B(s2)*(5840) 0,b(s2)*(5840) 0,5.83988,5839.88,0.00012,0.12,-0.00012,-0.12,0.00149,1.49,0.00027,0.27,-0.00027,-0.27,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,535                          5.83988E+00       +1.2E-04 -1.2E-04  1.49E-03          +2.7E-04 -2.7E-04 B(s2)*(5840)        0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,541,,,,B(c) +,b(c) +,6.27447,6274.47,0.00032,0.32,-0.00032,-0.32,1.291e-12,1.291e-09,2.3e-14,2.3e-11,-2.3e-14,-2.3e-11,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,541                          6.27447E+00       +3.2E-04 -3.2E-04  1.291E-12         +2.3E-14 -2.3E-14 B(c)                +,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,441,,,,eta(c)(1S) 0,eta(c)(1s) 0,2.9841,2984.1,0.0004,0.4,-0.0004,-0.4,0.0305,30.5,0.0005,0.5,-0.0005,-0.5,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,441                          2.9841E+00        +4.0E-04 -4.0E-04  3.05E-02          +5.0E-04 -5.0E-04 eta(c)(1S)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,443,,,,J/psi(1S) 0,j/psi(1s) 0,3.0969,3096.9,6e-06,0.006,-6e-06,-0.006,9.26e-05,0.0926,1.7e-06,0.0017,-1.7e-06,-0.0017,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,443                          3.096900E+00      +6.0E-06 -6.0E-06  9.26E-05          +1.7E-06 -1.7E-06 J/psi(1S)           0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10441,,,,chi(c0)(1P) 0,chi(c0)(1p) 0,3.41471,3414.71,0.0003,0.3,-0.0003,-0.3,0.0109,10.9,0.0006,0.6,-0.0006,-0.6,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,10441                          3.41471E+00       +3.0E-04 -3.0E-04  1.09E-02          +6.0E-04 -6.0E-04 chi(c0)(1P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,20443,,,,chi(c1)(1P) 0,chi(c1)(1p) 0,3.51067,3510.67,5e-05,0.05,-5e-05,-0.05,0.00084,0.84,4e-05,0.04,-4e-05,-0.04,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,20443                          3.51067E+00       +5.0E-05 -5.0E-05  8.4E-04           +4.0E-05 -4.0E-05 chi(c1)(1P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,10443,,,,h(c)(1P) 0,h(c)(1p) 0,3.52537,3525.37,0.00014,0.14,-0.00014,-0.14,0.00078,0.78,0.00028,0.28,-0.00028,-0.28,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,10443                          3.52537E+00       +1.4E-04 -1.4E-04  7.8E-04           +2.8E-04 -2.8E-04 h(c)(1P)            0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,445,,,,chi(c2)(1P) 0,chi(c2)(1p) 0,3.55617,3556.17,7e-05,0.07,-7e-05,-0.07,0.00197,1.97,9e-05,0.09,-9e-05,-0.09,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,445                          3.55617E+00       +7.0E-05 -7.0E-05  1.97E-03          +9.0E-05 -9.0E-05 chi(c2)(1P)         0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,100441,,,,eta(c)(2S) 0,eta(c)(2s) 0,3.6378,3637.8,0.0006,0.6,-0.0006,-0.6,0.0116,11.6,0.0014,1.4,-0.0014,-1.4,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,100441                          3.6378E+00        +6.0E-04 -6.0E-04  1.16E-02          +1.4E-03 -1.4E-03 eta(c)(2S)          0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,100443,,,,psi(2S) 0,psi(2s) 0,3.686097,3686.097,1.1e-05,0.011,-1.1e-05,-0.011,0.000293,0.293,9e-06,0.009,-9e-06,-0.009,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,100443                          3.686097E+00      +1.1E-05 -1.1E-05  2.93E-04          +9.0E-06 -9.0E-06 psi(2S)             0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,30443,,,,psi(3770) 0,psi(3770) 0,3.7737,3773.7,0.0007,0.7,-0.0007,-0.7,0.0272,27.2,0.001,1,-0.001,-1,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,30443                          3.7737E+00        +7.0E-04 -7.0E-04  2.72E-02          +1.0E-03 -1.0E-03 psi(3770)           0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,100445,,,,chi(c2)(3930) 0,chi(c2)(3930) 0,3.9225,3922.5,0.001,1,-0.001,-1,0.0352,35.2,0.0022,2.2,-0.0022,-2.2,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,100445                          3.9225E+00        +1.0E-03 -1.0E-03  3.52E-02          +2.2E-03 -2.2E-03 chi(c2)(3930)       0,2026-06-01T21:38:11+00:00
PDG_MASS_WIDTH_2025,9000443,,,,psi(4040) 0,psi(4040) 0,4.04,4040,0.004,4,-0.004,-4,0.085,85,0.012,12,-0.012,-12,PDG mass_width raw mass and width values treated as GeV; converted to MeV by multiplying by 1000.,9000443                          4.040E+00         +4.0E-03 -4.0E-03  8.5E-02           +1.2E-02 -1.2E-02 psi(4040)           0,2026-06-01T21:38:11+00:00
