file_candidate_id,recid,record_title,filename,file_extension,size_metadata,candidate_url,url_scheme,attempted_download,success,status,size_bytes,sha256,output_file,created_utc
CERN_DELPHI_FILE_81009_3327921719,81009,DELPHI collision data lolept91_f1,Y10041.46.al,.al,68705280,root://eospublic.cern.ch//eos/opendata/delphi/collision-data/Y10041/Y10041.46.al,root,True,True,downloaded_http,68705280,f3c8bf3101e4d83d0f95906c07e36a53f09156b91c9ac4ad2705d5cee3dc0ae0,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\03\collision_file_downloads\CERN_DELPHI_FILE_81009_3327921719__Y10041.46.al,2026-06-05T03:48:52+00:00
